iters,mean reward,std reward,pct full rollouts
0,2359.1833848972037,833.2400439729928,0.92685
1,3960.2043068752146,906.4236708846349,1.0
2,4500.824422766068,128.4841008352291,1.0
3,4661.624187695338,130.31005610761943,1.0
4,4776.324923433169,105.71611620609755,1.0
5,4808.890360993109,103.21253791296361,1.0
6,4784.664701593382,91.87520362318368,1.0
7,4790.4824618129915,107.19744759922315,1.0
8,4783.277861245541,114.84711931362989,1.0
9,4690.318156669385,675.1430344320261,0.97065
10,4818.952879370962,119.18250523758918,1.0
11,4761.120011366617,181.10949894167035,0.9926
12,4826.480855423622,113.25911041799276,1.0
13,4753.46307045572,179.45639297315748,1.0
14,4832.360712716354,82.99845289059694,1.0
15,4755.893448854311,162.05164650389818,0.9958
16,4824.985923230479,97.30921477143762,1.0
17,4818.6540578525255,114.81561472706765,1.0
18,4834.877819293877,80.60289540384433,1.0
19,4560.6182813369805,838.6676015637861,0.95975
